JobTitle,Company,Location,Summary,Salary,PostDate,JobUrl
Xamarin-Android developer,InterSources Inc,"SeaTac, WA","Develop UI for android app.
Create services to communicate with the backend.
Develop business logic in the app using C#, Web APIs.",,2 days ago,https://www.indeed.com/company/InterSources-Inc/jobs/Xamarin-Android-Developer-b56b239c9db23bf0?fccid=08dfa873b56badaf&vjs=3
"Software Engineer, Investor Enablement",Carta,"Seattle, WA",Our onboarding team will be able to spend their time delivering white glove service rather than doing manual data entry.,,9 days ago,https://www.indeed.com/rc/clk?jk=d10f0ca15fc252f4&fccid=9e7dc185cb656f55&vjs=3
Software Engineer (Remote),"Trakstar, Reviewsnap, Recruiterbox, Mindflash","Seattle, WA","Have 2-3 years of software engineering experience with SaaS applications.
The team you will join focuses on delivering high quality (low escaped defects), well…",,1 day ago,https://www.indeed.com/rc/clk?jk=f0c9666d79cb99d5&fccid=2ed09f97143d4121&vjs=3
Software Development Manager,Frontdoor,"Seattle, WA","5+ years of software development experience and 1+ year supervisory experience.
Review system requirements and business processes; code, test, debug, and…",,17 days ago,https://www.indeed.com/rc/clk?jk=21297eee39a38d71&fccid=e064eb2c7274ff10&vjs=3
Web Developer & Digital Producer,"Sound Publishing, Inc.","Everett, WA","In this role you will work across all departments; news, circulation, marketing, and advertising.
You will manage and administrate various web-based platforms…",,30+ days ago,https://www.indeed.com/rc/clk?jk=c9e414d9ab143a67&fccid=202024186ba54c53&vjs=3
Software Development Engineer in Test (SDET),Extend,"Seattle, WA","Extend is modernizing the $100 billion-per year extended warranty and protection plan industry using cutting edge technology, and top notch customer service.",,30+ days ago,https://www.indeed.com/rc/clk?jk=1584e613018c8ca9&fccid=d28b18be62aeef28&vjs=3
"Software Engineer, Real-Time Video",Facebook,"Seattle, WA","Experience with software services, web and cloud technologies.
You will be personally responsible for the video stack in a real-time communication engine, which…",,30+ days ago,https://www.indeed.com/rc/clk?jk=7fb5686cacf9b22a&fccid=1639254ea84748b5&vjs=3
"Senior Staff Software Engineer, Front End - Invest",SoFi,"Seattle, WA","Participate in shaping the technical architecture of the product.
Deliver highly available and scalable services in a production environment.",,3 days ago,https://www.indeed.com/rc/clk?jk=3004e201ae09bc82&fccid=7c3a1f1f98dde031&vjs=3
Business Development Internship,Zeevo Group,"Seattle, WA","By leveraging finance, technology, and operational experience, and using tested and proven program and project management techniques, we help our clients move…",,30+ days ago,https://www.indeed.com/rc/clk?jk=3b9d336768ceba02&fccid=6416f1dd441966d8&vjs=3
Android Software Engineer,Facebook,"Seattle, WA","5+ years of object-oriented software development experience.
Build reusable Android software components for interfacing with our back-end platforms.",,30+ days ago,https://www.indeed.com/rc/clk?jk=9b74e03e79e3010b&fccid=1639254ea84748b5&vjs=3
Full Stack Senior Software Developer,Swyfft,"Seattle, WA","7+ years of experience working as developer.
Understand the software development lifecycle (SDLC) activities up to and including release planning, requirement…",,3 days ago,https://www.indeed.com/rc/clk?jk=9c14d38b78884b98&fccid=e5904a85da12679e&vjs=3
Python developer,Cognizant Technology Solutions,"Seattle, WA","Skill Set: Programming in Hadoop, Spark and Scala, Python, SQL, Good design knowledge on data warehouse, Big Data applications and basics of data analytics.",,30+ days ago,https://www.indeed.com/rc/clk?jk=ad20ca4ec3d09d58&fccid=2df6a1e69a70a1e7&vjs=3
Front End Developer,HCL America Inc,"Redmond, WA","5+ Experience as Front end developer.
Temporarily due to COVID-19.",,30+ days ago,https://www.indeed.com/company/HCL-Americas/jobs/Front-End-Developer-999fd2e5839daf35?fccid=33fac48d55359688&vjs=3
Software Engineer II - Enterprise Platform,Qualtrics,"Seattle, WA","Experience with software engineering standard methodologies (e.g. unit testing, code reviews, design document, etc.).
JS, Java, GoLang, Vertx, PHP.",,30+ days ago,https://www.indeed.com/rc/clk?jk=38f2cccf490a4211&fccid=10db9f943841d5db&vjs=3
Senior Software Engineer,Zulily,"Seattle, WA","We’re the team that builds the tools that enable both internal merchants and external vendors to ingest products, inventory, and prices, and to create the sales…",,7 days ago,https://www.indeed.com/rc/clk?jk=8f88ec7acbcafab1&fccid=1fea2a7d8e897821&vjs=3
senior application developer- Point of Sale,Starbucks,"Seattle, WA","Initiates design reviews for new applications and adheres to software development standards.
Collaborates with team members to recommend new software…",,30+ days ago,https://www.indeed.com/rc/clk?jk=01475adc8731dfef&fccid=a88e611ddef97571&vjs=3
Embedded Software Engineering Intern,Pivotal Commware,"Kirkland, WA","Unit tests and creating software based test tools.
Relevant exposure to embedded software development through academic courses.
TCP/IP, UDP, PTP, TFTP or USB.",,30+ days ago,https://www.indeed.com/rc/clk?jk=765eb5fa1b303f7b&fccid=fcebac1b50156d3f&vjs=3
Azure Developer,Infosys Limited,"Bellevue, WA","You will play an important role in creating the high level design artifacts.
You will also deliver high quality code deliverables for a module, lead validation…",,10 days ago,https://www.indeed.com/rc/clk?jk=26cfe55da6cde064&fccid=c67533a523c83a4c&vjs=3
"Staff Software Engineer, Content Personalization",WarnerMedia,"Seattle, WA","Experience with growing other engineers, defining team software standards and engineering best practices.
HBO offers competitive benefits to include medical,…",,30+ days ago,https://www.indeed.com/rc/clk?jk=2217533b2981c6ce&fccid=fdb210f6a49b1c13&vjs=3
Lead Software Engineer,Intel,"Seattle, WA","8+ years of software engineering experience.
Windows driver software engineer to define and drive broad driver development debug optimization and co-engineering…",,30+ days ago,https://www.indeed.com/rc/clk?jk=1636813847e7621e&fccid=f1374be6a45f4b8a&vjs=3
Senior Software Engineer (Ruby on Rails),Hospitality Online,"Seattle, WA","MacBook Pro and 5K displays.
100% employer-paid medical/dental/vision.
IPhone provided on a company plan.
Has at least 5 years experience with Ruby on Rails.",,Just posted,https://www.indeed.com/rc/clk?jk=e5796bd2ffa87684&fccid=04810907ec9c5424&vjs=3
Software Engineer - Search,Branch,"Seattle, WA","We're seeking someone who's excited about working closely with Product Managers, Engineers and Data Scientists to address unsolved problems in acquiring,…",,30+ days ago,https://www.indeed.com/rc/clk?jk=910d38b2dac05822&fccid=f1fa6c68a38ac282&vjs=3
C++ Software Engineer,SpaceCurve,"Seattle, WA","Low level systems knowledge – able to reason about our software with real hardware.
You know the ins and outs of Linux, and you understand how your design…",,30+ days ago,https://www.indeed.com/rc/clk?jk=68670458d9ba13f3&fccid=642127b94898142b&vjs=3
"Software Engineer, Android",Facebook,"Bellevue, WA","2+ years of object-oriented software development experience.
Build reusable Android software components for interfacing with our back-end platforms.",,30+ days ago,https://www.indeed.com/rc/clk?jk=d56b207642adc2ac&fccid=1639254ea84748b5&vjs=3
Full Stack Developer II - Java/Python/Jenkins,FedEx Services,"Seattle, WA","Under general supervision, designs, codes, tests and deploys software in all layers of the development life cycle.
Following through on long running threads.",,7 days ago,https://www.indeed.com/rc/clk?jk=5472074987b15480&fccid=2ae04b97d8829e58&vjs=3
Software Engineer for Industry Professionals attending AfroTech,Microsoft,"Redmond, WA",2+ year of industry software development experience with at least one of the following languages: C++/C#/Java or other object oriented programming language.,,30+ days ago,https://www.indeed.com/rc/clk?jk=7d79b9bc6354ce08&fccid=734cb5a01ee60f80&vjs=3
"Software Engineer, Full Stack, 3+ Years Experience - Seattle",Snapchat,"Seattle, WA","3+ years of experience as a full stack software engineer.
Contribute to Snap’s engineering culture by working on shared libraries and systems.",,29 days ago,https://www.indeed.com/rc/clk?jk=257b4c54e97b1caa&fccid=f368300325e8e8bc&vjs=3
Software Development Engineer 1 (89082),"Advanced Micro Devices, Inc.","Bellevue, WA","The ideal candidate is a highly skilled software designer and engineer, strong in 3D math, proficient in C and C++ and the efficient use of discrete GPUs, APUs,…",,30+ days ago,https://www.indeed.com/rc/clk?jk=79125daf152fa5fe&fccid=b45c4b5a9c9a7448&vjs=3
iOS Mobile Application Developer,Redcloud Consulting,"Seattle, WA",The typical incumbent will have a bachelor’s degree in computer science or information systems and eight (8) years of software development experience.,,30+ days ago,https://www.indeed.com/rc/clk?jk=2ee13e7c20286137&fccid=c6f2c0d95eb2971d&vjs=3
Group Leader - Software Engineering and Architectures,Pacific Northwest National Laboratory,"Seattle, WA","Influencing, advocating and leading the software engineering community across the lab to improve quality and consistency of software development practices.",,1 day ago,https://www.indeed.com/rc/clk?jk=031756aa3b8fe5a7&fccid=5ac3fadc1f823e63&vjs=3
Mobile Application Developer,Vadam Group,"Seattle, WA","Design, develop and maintain applications on mobile platform - Android and iOS.
Develop high-quality and reliable mobile applications with focus on network…",,30+ days ago,https://www.indeed.com/rc/clk?jk=3fa63b784cdf922e&fccid=7044ecbd8137089a&vjs=3
Software Dev Engineer - Software Dev Engineer III : 21-02048,Akraya Inc.,"Seattle, WA","Typescript (preferred) or JavaScript Experience working with embedded/on device software (smart home appliances such as smart speakers, bulbs etc.).",,7 days ago,https://www.indeed.com/rc/clk?jk=fc4104d90604f8d1&fccid=474b9602e1305593&vjs=3
Software Engineer,Truveta,"Seattle, WA","2+ years of experience building production quality software in a team setting.
Have proven experience building reliable, secure and scalable software solutions…",,30+ days ago,https://www.indeed.com/rc/clk?jk=23d8fe7eae70b4b8&fccid=1b66679555b56d1d&vjs=3
Senior Application Software Packager - Enterprise Client Administrator PSJH,Providence,"Seattle, WA","High focus on application prepackaged deployment, tracking and reporting.
They leverage their deep technical expertise to routinely lead troubleshooting efforts…",,30+ days ago,https://www.indeed.com/rc/clk?jk=82820952627501e2&fccid=84c8ed4c8205d753&vjs=3
Software Engineer- Client Integrations,Funnel Leasing,"Seattle, WA","1+ years professional software development experience.
Your day-to-day responsibility will be developing integrations between Funnel and our client’s systems in…",,30+ days ago,https://www.indeed.com/rc/clk?jk=6d9f69c00a033755&fccid=bf4915fa342bd6c1&vjs=3
Principal Software Engineer(Offsite Ads),Coupang,"Seattle, WA",Coupang is reimagining the shopping experience with the goal of wowing each customer from the instant they open the Coupang app to the moment an order is…,,3 days ago,https://www.indeed.com/rc/clk?jk=e8b8cb9219061f1a&fccid=56e12959d04ef145&vjs=3
lead software engineer - Digital Payments Team,Starbucks,"Seattle, WA","2+ years of leading team projects with four or more software developers.
8+ years of professional industry experience with software development in C#.",,30+ days ago,https://www.indeed.com/rc/clk?jk=1b7a72a92f80a91c&fccid=a88e611ddef97571&vjs=3
Senior Software Engineer I,"Bluetooth SIG, Inc.","Kirkland, WA","Improve existing software tools and solutions.
Demonstrated passion and experience solving software development problems.
Relevant Work Experience: * 4-7 years.",,16 days ago,https://www.indeed.com/company/bluetooth-sig/jobs/Senior-Software-Engineer-c8a1f59abac04b08?fccid=387912694a5f13f7&vjs=3
Full Stack Software Engineer,iUNU,"Seattle, WA","Participate in code reviews, software architecture discussions, while delivering software that efficiently scales with our customers and evolving needs.",,26 days ago,https://www.indeed.com/rc/clk?jk=f8c95b5c300c37cc&fccid=f2bb9cabc0b192ca&vjs=3
"Staff Software Engineer, Google Kubernetes Engine Security",Google,"Seattle, WA","10 years of software development experience, or 8 years with a relevant advanced degree.
Bachelor’s degree in Computer Science, Mathematics, Statistics,…",,30+ days ago,https://www.indeed.com/rc/clk?jk=0477d7aa3b198b3c&fccid=a5b4499d9e91a5c6&vjs=3
Software Developer,"Tyler Technologies, Inc.","Renton, WA","Typically two or more years of software development experience.
Work through all phases of the software development life cycle.",,30+ days ago,https://www.indeed.com/rc/clk?jk=72b1c2ce984cd90c&fccid=35fa439a19059a40&vjs=3
Senior Software Engineer I,Committee for Children,"Seattle, WA","Computer Science or similar software engineering degree, or equivalent industry experience of at least eight years.
NET Core, JavaScript (NodeJS, React).",,30+ days ago,https://www.indeed.com/rc/clk?jk=cfbac1b5d4b09065&fccid=0da6bdea9059ed61&vjs=3
"Senior Software Engineer, Performance/Acceleration",Google,"Seattle, WA","7 years of software development experience, or 5 years with an advanced degree.
You will work with excellent computer vision research scientists, perform…",,30+ days ago,https://www.indeed.com/rc/clk?jk=796b126fe66a5333&fccid=a5b4499d9e91a5c6&vjs=3
Software Development Manager - Video Distribution,Twitch,"Seattle, WA","Our Video engineering group is responsible for delivering high quality live video streams to our end users as our platform grows, while also continuing to…",,30+ days ago,https://www.indeed.com/rc/clk?jk=1cc8e2a1ccae9768&fccid=e21f6affbb4bb0b2&vjs=3
Cargo Signal Front-End Developer,Expeditors,"Seattle, WA","At least 3 years of professional software development experience.
The UI developer understands business problems and opportunities and applies technical skills…",,30+ days ago,https://www.indeed.com/rc/clk?jk=81de21e58f9e9d59&fccid=82402e8737017edf&vjs=3
React Developer - Remote,Cloudentity,"Seattle, WA","You will be working as part of the larger team consist of UI/UX developers and designers as well as API developers.
A knack for benchmarking and optimization.",,30+ days ago,https://www.indeed.com/rc/clk?jk=ca75aaa74f1ede1d&fccid=54814a798e8f0d8b&vjs=3
Diagnostic Software Engineer,PACCAR,"Kirkland, WA","Experience with software development will be highly valued.
Design, document and implement vehicle diagnostics algorithms, software, and interfaces.",,17 days ago,https://www.indeed.com/rc/clk?jk=5b13b70341f3ce0f&fccid=c2c6a7536e4d9df3&vjs=3
Assoc App Development Analyst,Puget Sound Energy,"Bothell, WA","Follows project and software development methodologies and processes.
Participates in hardware/software selection, and vendor selection.",,9 days ago,https://www.indeed.com/rc/clk?jk=00eb116eccf0a5a9&fccid=51cb746ff520ae73&vjs=3
Staff Machine Learning Engineer - Discovery,Twitter,"Seattle, WA","These teams are responsible for understanding the needs of all users including new users and users who are not very active, and help them discover the value of…",,30+ days ago,https://www.indeed.com/rc/clk?jk=5cbd785ff791009b&fccid=7a3824693ee1074b&vjs=3
AI/ML - iOS & macOS Software Engineer,Apple,"Seattle, WA","Contribute to iOS and macOS directly, with your code reaching billions of users.
These platforms span OSes - iOS, macOS, watchOS, tvOS and we're and we're…",,30+ days ago,https://www.indeed.com/rc/clk?jk=38d97807ade562bf&fccid=c1099851e9794854&vjs=3
Senior Software Engineer: Autonomous Driving Platform,Microsoft,"Redmond, WA","Experience working on large, distributed, agile software engineering teams.
As a software engineer you will build Azure cloud services for indexing, searching,…",,1 day ago,https://www.indeed.com/rc/clk?jk=9409fbe7cc83f059&fccid=734cb5a01ee60f80&vjs=3
"Staff Software Engineer (Back-End), Orchestration & Calendaring",Outreach,"Seattle, WA","We are looking for an experienced back-end Staff Software Engineer who can deep-dive on challenging technical problems, build scalable solutions and identify…",,30+ days ago,https://www.indeed.com/rc/clk?jk=0905d9b6540f2598&fccid=bbf7f2ec76aa5019&vjs=3
Senior Software Development Engineer,Expedia Group,"Seattle, WA","You will develop, debug, and modify components of software applications and tools.
8+ years’ experience in software development in a team environment (work…",,4 days ago,https://www.indeed.com/rc/clk?jk=6fb938fda3d7ad25&fccid=160efb82f2462f14&vjs=3
Software Development Engineer in Test,SanMar,"Issaquah, WA",Assist in integrating automation with software delivery pipeline and operationalizing automated smoke tests and daily automated runs for software releases.,,30+ days ago,https://www.indeed.com/rc/clk?jk=db772216016d2e24&fccid=82b36c65296f4041&vjs=3
